"","Year","HLiterate","Knowledge","tenure","area","room","car","oven","frez_refrig","electricity","bathroom","ego","pipewater","cookfuel","heatfuel","hotwater","G0451","G0452","G0453","G044","Energy_Share","Subsidy","Food_Share","Low_Calorie","Low_Protein","FoodKCaloriesHH_Per","No_Insurance","Area_Per","skeleton","House_High_Share","Tech_low","Equip_low","ProvinceCode"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",90,0.254998404072426,0.0657549210218781,0.733565813521495,31.6536718738631,1.12098221225296,0.652692480213078,0.0307852473175774,0.996196578108873,0,0.0333960611589356,0.715751915325726,0.00408343515631531,0.00407512026095502,0.0973542114202782,0.099512185726181,0.0182007063201739,0.0322106651134162,0.00379894122406277,0.0113211240667769,0.0655314367244298,0.143126075064839,0.290758684059916,0.362512024910644,0.218199946599708,3132.96255474484,0.257472611450904,0.14347153246151,0.0847564551872548,0.0563529597615894,0.225876800759019,0.0277489199171526,0
"3",90,0.24715446268882,0.0528628642176889,0.768900864189417,26.5347175685371,1.17737943183711,0.73836217876622,0.0270537405176547,0.984765500124798,0.00261969455887506,0.051703111870557,0.55518687807672,0.00965414926742173,0.0107132161993759,0.210306844592885,0.21052508484318,0.017349111269754,0.0280070928753373,0.0113844594807921,0.00724511087926853,0.063985774505152,0.162170809292553,0.319704376395938,0.397646621850307,0.175452952386734,2798.96756343074,0.184453714603182,0.203902381006931,0.0766019849794028,0.0463307578507954,0.218523153233852,0.0432842750847443,1
"4",90,0.242698792754486,0.0538522548202433,0.846515289788316,31.7926823284349,1.28398608758416,0.712433501761029,0.0149191785444497,0.99217463282607,0,0.0550926778083748,1,0.043079505084631,0.000609142240187234,0.142547792271507,0.142081172190008,0.0179674559278302,0.0379147666503673,0.0150171435093309,0.00957337445421542,0.0804727405417439,0.15881387211394,0.29520641619804,0.384700573718934,0.0986781215302803,2736.88195632616,0.206524034284682,0.124495362210615,0.0636734570146265,0.0390061649712456,0.188568515369692,0.0258025271650089,2
"5",90,0.282836121506565,0.151273325776631,0.816999965531811,33.4965350130011,1.06855090042393,0.692385066177207,0.0399834569173505,0.983342788254949,0,0.0597924811683565,0.629776247931397,0.013482691858725,0.0050798661479319,0.0940850136608961,0.0914729176193895,0.0195429236788592,0.0587931826693588,0.00672335327062888,0.0155377402504211,0.100597199869268,0.175465779703226,0.306026309936339,0.316728124571828,0.195147615408832,2920.97571623646,0.253470663819661,0.208897814381763,0.047703513813804,0.0384612678329631,0.189688355221278,0.0589327562998554,3
"6",90,0.34504324226793,0.15638136402438,0.812470938881801,28.2750730847383,1.00244545066175,0.658832560887239,0.0725736189422175,0.989324437185097,0.00204775936844227,0.0446146418030416,0.62545435493406,0.0163247606677685,0.00428655223065502,0.285672381267596,0.284360420964093,0.0146504802626852,0.0340150012279187,0.0163963695247505,0.0130915293321889,0.0781533803475433,0.163646395686887,0.313402527452269,0.19046586670474,0.102427728820314,3417.71453178295,0.275164702570055,0.236943237900248,0.0590663138104263,0.0189472892751085,0.276690737549115,0.0788092969640531,4
"7",90,0.31617498442359,0.0781459888094645,0.715146863869728,27.0016894895846,1.01386904560932,0.73942777159928,0.042806507479286,0.989106662837039,0,0.0636596536778254,0.284055546319263,0.0151063854668811,0.000506138751138013,0.275577884709434,0.273805474017626,0.0125404674983263,0.020884837082094,0.011152126685742,0.010094445552285,0.0546718768184474,0.169696200730606,0.307481826302773,0.173052773145393,0.0829517064440694,3432.35452250072,0.189660006494845,0.248916316040151,0.0558823441281796,0.104512201304005,0.221926044653255,0.0636915384631936,5
"8",90,0.267281158606797,0.186359744812111,0.694676243816144,25.4101560633286,1.0111097211838,0.703402654628558,0.028879106923237,0.993014295052259,0,0.0175508862342214,0.435867206162624,0.00446558904101925,0.00456888240030455,0.303843630411728,0.293122733326467,0.0204041932170534,0.0101763347359132,0.00173594405977245,0.0157891236261994,0.0481055956389385,0.185565260323234,0.377431275654322,0.171580366813928,0.0915754466853671,3170.34109937802,0.335125275715546,0.258011453930086,0.0480034030675121,0.0590814173261054,0.381176842951817,0.0397923090079167,6
"9",90,0.245285761929986,0.0925610355785849,0.772631579228521,38.8013889924169,1.32472657172815,0.642474814023386,0.0124400745293633,0.98985816365286,0.00443593316826736,0.0480690082859188,0.940117595418195,0.0110548969051107,0.00423888697077204,0.263545654170496,0.264814272321631,0.0175435740860509,0.0173785144130384,0.00570733632566572,0.010039953866574,0.0506693786913291,0.160165030236807,0.285830582268381,0.281478414372586,0.199151374609203,3176.2260506996,0.155875496970726,0.126438204870475,0.0493579845410264,0.0668087376895499,0.206684796952024,0.0392835702280289,7
"10",90,0.305584260912715,0.0896449964107307,0.760328395291891,26.3217360129144,1.03705439278915,0.569151825382134,0.0312357137196024,0.977324881732587,0.0015184381847956,0.236843802796182,1,0.0613114311410624,0.0039233980584686,0.526870028005374,0.53138797564761,0.0181600450578624,0.0141644675977307,0.00793193485393923,0.0102158715447103,0.0504723190542426,0.23471244141252,0.33007666223084,0.397229913770142,0.256543046655102,2705.131146867,0.131615290594252,0.348498993899195,0.127290732312534,0.0434359695451612,0.44427514819515,0.0654408568626612,8
